event_id,steps,exact_step_share,equation_count,evidence_tier,limitation,observed_tightening_mw,generator_tightening_mw,rhs_tightening_mw,other_lhs_tightening_mw,switch_composite_mw,unresolved_mw,complete_terms_share,reconciliation_error_mw
QNI-lower-20240919T1735,5,0.0,3,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,1246.7938800000002,0.0,0.0,0.0,0.0,1246.7938800000002,0.0,0.0
QNI-lower-20241024T0505,14,0.0,3,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,703.2011399999999,0.0,0.0,0.0,0.0,703.2011399999999,0.0,0.0
QNI-lower-20241107T1655,11,1.0,1,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,654.91068,2107.698891300345,-1469.03808975834,16.249758308398256,0.0,0.00012014959673933845,0.0,-2.2737367544323206e-13
QNI-lower-20241108T1510,5,0.8,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,1318.30554,826.7100139470662,259.201035673188,-3.9999199884908045,0.0,236.39441036823666,0.0,-2.2737367544323206e-13
QNI-lower-20241111T1800,12,0.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,660.8843499999999,0.0,0.0,0.0,0.0,660.8843499999999,0.0,0.0
QNI-lower-20241124T1055,23,1.0,1,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,469.38632999999993,380.56096112600545,94.8575335120644,-6.032175415549622,0.0,1.0777479815260449e-05,1.0,-1.7053025658242404e-13
QNI-lower-20241202T1605,1,1.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,483.87506999999994,0.0,0.0,0.0,483.8750656128658,4.387134140415583e-06,0.0,0.0
QNI-lower-20241209T1440,3,1.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,1264.68777,147.68241083309562,-45.949443651925804,3.3052689814551552,1159.6495608273892,-2.6990014362127113e-05,0.0,0.0
QNI-lower-20250115T1350,4,1.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,469.27572999999995,45.3805804289544,400.09506702412864,1.2064331367292565,22.593647587131386,1.8230562091048341e-06,0.5,5.684341886080802e-14
QNI-lower-20250122T1430,6,0.16666666666666666,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,1057.72928,71.7457505070994,9.270862068965416,1.6910109533468571,0.0,975.0216564705883,0.16666666666666666,0.0
QNI-lower-20250127T1055,4,1.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,214.01272999999992,-22.580077079107507,19.831389452332694,181.62153342799175,35.13988030980647,3.888976380039821e-06,0.75,1.4210854715202004e-13
QNI-lower-20250201T0635,30,0.13333333333333333,5,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,868.8303699999999,-1.6847999999999899,0.0,-1.2779707847521138e-14,0.0,870.5151699999999,0.13333333333333333,0.0
QNI-lower-20250205T1710,14,0.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,226.53888000000006,0.0,0.0,0.0,0.0,226.53888000000006,0.0,0.0
QNI-lower-20250304T0845,7,1.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,713.4682399999999,-581.218066138293,-252.96862246732363,631.4811721032893,916.1737138917706,4.261055661913815e-05,0.5714285714285714,0.0
QNI-lower-20250421T1130,19,0.3157894736842105,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,433.50191000000007,328.19644421906696,3.0970892494929885,-3.0123036105476526,0.0,105.22068014198783,0.3157894736842105,-5.684341886080802e-14
QNI-lower-20250513T1715,5,0.0,3,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,172.72097000000002,0.0,0.0,0.0,0.0,172.72097000000002,0.0,0.0
QNI-lower-20250517T1210,20,0.9,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,332.33486000000005,254.72496044624754,47.00960446247448,1.359026186015233e-06,0.0,30.60029373225177,0.9,5.684341886080802e-14
QNI-lower-20250519T0640,4,0.0,3,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,964.4092200000001,0.0,0.0,0.0,0.0,964.4092200000001,0.0,0.0
QNI-lower-20250603T0040,8,0.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,354.70517000000007,0.0,0.0,0.0,0.0,354.70517000000007,0.0,0.0
QNI-lower-20250612T1910,14,0.5714285714285714,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,165.93534,0.0,27.660000000000082,0.0,0.0,138.27533999999991,0.5714285714285714,0.0
QNI-lower-20250612T1925,11,0.7272727272727273,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,123.33620000000019,0.0,27.660000000000082,0.0,0.0,95.67620000000011,0.7272727272727273,0.0
QNI-lower-20250612T1950,2,1.0,1,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,104.99000999999998,0.0,104.99000999999998,0.0,0.0,0.0,1.0,0.0
QNI-lower-20250614T1035,23,1.0,4,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,197.27016000000003,-33.81850873527163,206.55631741584634,56.07840130941527,-31.54605998999,9.999999974752427e-06,0.6086956521739131,5.684341886080802e-14
QNI-lower-20250626T1950,18,1.0,1,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,201.51999999999998,0.0,201.51999999999998,0.0,0.0,0.0,1.0,0.0
QNI-lower-20250626T2005,16,1.0,1,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,177.0,0.0,177.0,0.0,0.0,0.0,1.0,0.0
QNI-lower-20250626T2030,11,1.0,1,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,141.0,0.0,141.0,0.0,0.0,0.0,1.0,0.0
QNI-lower-20250722T1910,13,0.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,1070.43823,0.0,0.0,0.0,0.0,1070.43823,0.0,0.0
QNI-lower-20250828T1250,12,1.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,428.60804999999993,404.19635644644654,-25.598465795795782,2.53243934934936,47.47772999999995,-1.0000000088439265e-05,0.8333333333333334,-5.684341886080802e-14
QNI-lower-20250928T0715,19,0.9473684210526315,5,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,1020.41656,42.15599999999999,67.83383,158.0630000000001,689.13104,63.23268999999995,0.7368421052631579,0.0
QNI-lower-20251010T1700,6,0.5,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,167.107,12.351340057142977,-134.79725714285712,118.67959422857245,0.0,170.87332285714172,0.5,-2.842170943040401e-14
QNI-lower-20251017T1505,8,0.875,3,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,810.58826,-1680.1898337599996,-1872.797965714284,4222.851032331431,27.926837142855703,112.79818999999628,0.625,4.547473508864641e-13
QNI-lower-20251027T1655,6,0.3333333333333333,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,913.0847200000001,-79.74131658227853,-72.6254315304948,4.999942508626219,0.0,1060.4515256041473,0.3333333333333333,-1.1368683772161603e-13
QNI-lower-20251126T1750,6,0.6666666666666666,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,997.70445,579.8364465714282,29.693542857143523,-438.45570657142866,0.0,826.6301671428572,0.6666666666666666,-2.2737367544323206e-13
QNI-lower-20251211T1340,2,0.5,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,952.51351,371.6683180571428,128.17205714285592,434.44037337142834,0.0,18.232761428572985,0.0,0.0
QNI-lower-20260110T1540,6,1.0,1,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,860.95903,-361.6910173142858,-206.57902857142676,1429.2290358857126,0.0,3.99999999487477e-05,0.0,0.0
QNI-lower-20260205T1420,7,1.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,333.36105,-3383.6978827428566,84.64725714285515,3431.993192742857,200.41846285714422,2.0000000006348273e-05,0.0,0.0
QNI-lower-20260206T1305,5,1.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,354.68062000000003,6609.797635542856,122.3204571428583,-6414.7030426857145,37.26558,-1.0000000031595846e-05,0.0,-4.547473508864641e-13
QNI-lower-20260211T1320,4,1.0,3,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,843.57118,192.97884194285754,-114.33605714285608,632.3468094857135,132.58158900421222,-3.289927235528012e-06,0.0,1.1368683772161603e-13
QNI-lower-20260219T0815,28,1.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,270.12443999999994,58.684750210724985,186.5114782559043,11.661985065392662,13.266219068514033,7.399463925139571e-06,0.7857142857142857,0.0
QNI-lower-20260321T0630,25,0.24,10,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,781.17992,0.0,0.0,0.0,165.0,616.17992,0.2,0.0
QNI-lower-20260414T0630,4,0.75,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,1002.3707300000001,-8.194000000000003,0.0,85.70855,0.0,924.85618,0.75,1.1368683772161603e-13
QNI-lower-20260507T0830,21,0.6666666666666666,5,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,1039.3869,11.10140140140139,1.542642642642785,98.01242162162164,797.1145725425424,131.6158617917921,0.6190476190476191,-4.547473508864641e-13
QNI-lower-20260512T2040,19,0.0,3,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,319.87,0.0,0.0,0.0,0.0,319.87,0.0,0.0
QNI-lower-20260616T0705,1,0.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,500.37703999999997,0.0,0.0,0.0,0.0,500.37703999999997,0.0,0.0
QNI-lower-20260716T0700,8,0.75,3,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,717.7745400000001,0.0,0.0,0.0,0.0,717.7745400000001,0.75,0.0
QNI-lower-20260729T1440,2,1.0,1,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,124.02867000000003,63.67931501340484,56.86410187667558,3.485249705093885,0.0,3.404825747566065e-06,1.0,-2.842170943040401e-14
