event_id,steps,exact_step_share,equation_count,evidence_tier,limitation,observed_tightening_mw,generator_tightening_mw,rhs_tightening_mw,other_lhs_tightening_mw,switch_composite_mw,unresolved_mw,complete_terms_share,reconciliation_error_mw
VSA-lower-20240917T2325,17,1.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,829.62751,640.0448318134032,103.28346911957948,-61.02911336399557,147.32831571616373,6.714849149602742e-06,0.0,-1.1368683772161603e-13
VSA-lower-20241017T0705,6,1.0,3,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,910.7749699999999,106.26240508684847,449.4676882382133,15.9139943176182,339.1308923573199,-9.999999917909008e-06,0.16666666666666666,0.0
VSA-lower-20241017T0920,19,1.0,3,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,1005.3376199999999,93.38838197674396,563.4666511627906,22.55800430232574,325.9245890697672,-6.51162772413727e-06,0.0,1.1368683772161603e-13
VSA-lower-20241105T1500,3,0.6666666666666666,3,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,663.72947,378.7396199767442,220.58390697674426,-273.8604678837209,307.1818109302326,31.084599999999966,0.0,0.0
VSA-lower-20241220T0635,16,0.9375,3,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,1075.53857,269.07453776534885,433.2251355813953,-20.30765381186031,373.76997627906974,19.776574186046446,0.875,0.0
VSA-lower-20241230T2135,4,0.75,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,855.22861,765.1511054700853,135.23230769230673,-72.77663555555549,0.0,27.621832393163288,0.75,1.1368683772161603e-13
VSA-lower-20250116T0855,1,0.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,1107.13597,0.0,0.0,0.0,0.0,1107.13597,0.0,0.0
VSA-lower-20250205T0735,29,0.9655172413793104,4,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,517.54836,791.954279585179,13.52253804422806,-495.5944160944342,116.78581999355055,90.88013847147685,0.7586206896551724,-3.410605131648481e-13
VSA-lower-20250222T1735,6,1.0,1,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,760.00001,1023.2653453457451,-27.77257978723381,-235.49276555851117,0.0,9.999999974752427e-06,0.0,-2.2737367544323206e-13
VSA-lower-20250304T0730,22,1.0,2,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,947.93899,1085.4257669029537,214.94907172995775,-418.3072498565401,65.87140122362871,0.0,0.9545454545454546,0.0
VSA-lower-20250414T0940,9,1.0,1,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,443.9136000000001,532.3845392405065,-116.15447257383974,27.683555105484995,0.0,-2.1772151669097184e-05,1.0,5.684341886080802e-14
VSA-lower-20250424T0825,1,1.0,1,C-partial,Other LHS terms are an aggregate residual; switch composite is not causal attribution.,1051.64176,853.5999563269875,-29.846136618140978,227.88798866741405,0.0,-4.8376260565419216e-05,1.0,0.0
